Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
119. Incubus,1966,1h 18m,Unrated,6.1,2.2K,,"On a strange island inhabited by demons and spirits, a man battles the forces of evil.",https://www.imdb.com/title/tt0059311/?ref_=sr_i_119
120. The Witches,1966,1h 30m,Approved,5.8,3.4K,,"Following a horrifying experience with the occult in Africa, a schoolteacher moves to a small English village, only to discover that black magic resides there as well.",https://www.imdb.com/title/tt0060307/?ref_=sr_i_120
121. Cash Calls Hell,1966,1h 32m,,7.4,403,,"Fresh out of prison, a broken man reluctantly takes a job to kill three men, but changes his mind when some gangsters target the same men. He then tries to find out why the men are being targeted in the first place.",https://www.imdb.com/title/tt0165304/?ref_=sr_i_121
122. The Night of the Grizzly,1966,1h 42m,G,6.5,1.6K,,"Ex-lawman Jim Cole retires to Wyoming to farm his land, but a land-greedy neighbor, an ex-con turned bounty hunter, and a vicious grizzly bear upset his retirement plans.",https://www.imdb.com/title/tt0060754/?ref_=sr_i_122
123. Rage,1966,1h 43m,Approved,6.3,821,,A man bitten by a rabid dog in the desert must find help before it's too late.,https://www.imdb.com/title/tt0060882/?ref_=sr_i_123
124. War Between the Planets,1966,1h 20m,G,4.1,645,,Scientists try to prevent a collision between Earth and a planet that is heading for it.,https://www.imdb.com/title/tt0059588/?ref_=sr_i_124
"125. Munster, Go Home!",1966,1h 36m,Approved,6.4,3.2K,,The Munsters travel to England after Herman discovers he's the new Lord of the Munster Hall.,https://www.imdb.com/title/tt0060726/?ref_=sr_i_125
126. Lost Command,1966,2h 9m,Approved,6.3,2.5K,,French Army colonel Raspeguy leads his paratroopers in battle against the Communist Viet Minh in Indochina and against Algerian guerrillas during the Algerian War.,https://www.imdb.com/title/tt0060637/?ref_=sr_i_126
127. Black Tight Killers,1966,1h 27m,,6.7,467,,"A military photographer takes a cute stewardess out to dinner where she is promptly kidnapped. Deciding that he has fallen in love with the girl, our ""hero"" decides to investigate her kidnapping himself.",https://www.imdb.com/title/tt0273925/?ref_=sr_i_127
128. Beau Geste,1966,1h 43m,Approved,6.1,780,,"In 1906, two American brothers join the French Foreign Legion and, led by a sadistic Sergeant-Major, they defend a fort against Berber and Tuareg attack.",https://www.imdb.com/title/tt0060155/?ref_=sr_i_128
129. Daleks' Invasion Earth 2150 A.D.,1966,1h 24m,Not Rated,5.9,4.7K,,"Dr. Who and his companions arrive on Earth in the year 2150 AD, only to discover that the planet has been invaded and its population enslaved by the dreaded Daleks.",https://www.imdb.com/title/tt0060278/?ref_=sr_i_129
130. A Big Hand for the Little Lady,1966,1h 35m,Approved,7.3,4.8K,,"Comedy western in which a traveler bets more money than he can afford in a poker game, and unusual events follow.",https://www.imdb.com/title/tt0060165/?ref_=sr_i_130
131. She Beast,1966,1h 19m,GP,4.7,1.5K,,A newlywed English tourist and an eccentric Transylvanian Count must work together when the former's beautiful wife is made the bodily host of a horrific witch.,https://www.imdb.com/title/tt0061005/?ref_=sr_i_131
132. A Man Could Get Killed,1966,1h 37m,Approved,5.8,570,,"In Lisbon, an American businessman is mistaken for a British agent with hilarious consequences.",https://www.imdb.com/title/tt0060662/?ref_=sr_i_132
133. Massacre Time,1966,1h 32m,M,6.5,2.5K,,A prospector and his drunkard half-brother must fight a rancher and his sadistic son after they seize control of his farm.,https://www.imdb.com/title/tt0061074/?ref_=sr_i_133
134. They're a Weird Mob,1966,1h 52m,,6.4,1.2K,,"An Italian sports journalist arrives in Australia but finds no work. The only employment he can find is as a builder's labourer. At first, he cannot comprehend the culture, but eventually he finds mateship and romance.",https://www.imdb.com/title/tt0061087/?ref_=sr_i_134
135. Misunderstood,1966,1h 44m,,7.6,1.4K,,A study of bitter relationships between a widower and his two sons.,https://www.imdb.com/title/tt0060538/?ref_=sr_i_135
136. You're a Big Boy Now,1966,1h 36m,TV-MA,6.0,2K,,"Confused post-teenage virgin Bernard Chanticleer moves to New York City, falls for cold-hearted inscrutable go-go dancer Barbara Darling, then finds true love with a loyal lass.",https://www.imdb.com/title/tt0061209/?ref_=sr_i_136
"137. Boy, Did I Get a Wrong Number!",1966,1h 39m,Approved,5.5,1.3K,,A seductive starlet flees Hollywood and causes chaos for a real estate agent.,https://www.imdb.com/title/tt0060186/?ref_=sr_i_137
138. Destination Inner Space,1966,1h 23m,Not Rated,4.5,730,,A group of scientists working in a deep-sea research station discovers a strange craft of extraterrestrial origin.,https://www.imdb.com/title/tt0060302/?ref_=sr_i_138
139. Come Drink with Me,1966,1h 35m,Not Rated,6.9,5.2K,,"Bandits kidnap a governor's son and demand their imprisoned leader to be set free in exchange. The governor's daughter, a skilled martial artist, is sent to rescue him, but eventually finds herself overmatched and in need of assistance.",https://www.imdb.com/title/tt0059079/?ref_=sr_i_139
140. Way... Way Out,1966,1h 41m,Not Rated,5.3,1.1K,,"In a futuristic world, the USA decides to send a married couple of astronauts to its moon base in order to prevent any improper contact with the Soviet female cosmonauts manning the USSR moon base.",https://www.imdb.com/title/tt0061173/?ref_=sr_i_140
141. A Man Called Adam,1966,1h 44m,Not Rated,6.6,760,,A famous jazz trumpeter finds himself unable to cope with the problems of everyday life.,https://www.imdb.com/title/tt0060660/?ref_=sr_i_141
142. A Fine Madness,1966,1h 44m,Not Rated,5.6,1.5K,,"Samson Shillitoe, mad genius of a poet irresistible to women, but plagued by writer's block, agrees to see a psychiatrist, and his beautiful wife.",https://www.imdb.com/title/tt0060414/?ref_=sr_i_142
143. Thunderbirds Are GO,1966,1h 33m,G,6.4,2.7K,,"When the launch of the first manned mission to Mars goes awry due to sabotage, International Rescue is requested to assist in the mission's second attempt.",https://www.imdb.com/title/tt0061094/?ref_=sr_i_143
144. Women of the Prehistoric Planet,1966,1h 30m,TV-14,2.5,1.3K,,"A spaceship crashes upon an unexplored planet, and the rescuers sent to search for survivors discover that decades have passed due to time dilation.",https://www.imdb.com/title/tt0061203/?ref_=sr_i_144
145. Gamera vs. Barugon,1966,1h 46m,Not Rated,5.1,2.9K,,A giant monster that emits a destructive ray from its back attacks Japan and takes on Gamera.,https://www.imdb.com/title/tt0060446/?ref_=sr_i_145
146. The Ghost in the Invisible Bikini,1966,1h 22m,Unrated,4.6,1.4K,,"A corpse has 24 hours to mastermind a good deed without leaving his crypt, to go ""up there"" and have his youth restored.",https://www.imdb.com/title/tt0060457/?ref_=sr_i_146
147. The Black Klansman,1966,1h 28m,Not Rated,6.0,548,,"After a black man's daughter is killed by the KKK, he seeks revenge by becoming a Klansman.",https://www.imdb.com/title/tt0060173/?ref_=sr_i_147
148. The Round-Up,1966,1h 30m,,7.5,3.4K,,"In Hungary, the national movement led by Kossuth has been crushed and the Austrian hegemony re-established, but partisans carry on with violent actions. In order to root out the guerilla, the army rounds up suspects and jails them in an isolated fort. The authorities do not have the identity of the guerilla leaders, who are supposed to be present among the prisoners. However, they know enough about some of the suspects to apply perfidious forms of coercion effectively.",https://www.imdb.com/title/tt0059776/?ref_=sr_i_148
149. Lord Love a Duck,1966,1h 45m,Not Rated,6.3,1.8K,,"A bright satirical comedy about an innocent high school girl granted her wishes by a student prodigy. A broad satire of teenage culture in the sixties, its targets ranging from progressive education to beach movies.",https://www.imdb.com/title/tt0060636/?ref_=sr_i_149
150. The Pornographers,1966,2h,Not Rated,7.2,2.6K,,"While avoiding the mob and local authorities, a world-weary pornographer finds being a family man the most difficult as he wrestles with his own desires and afflictions.",https://www.imdb.com/title/tt0060560/?ref_=sr_i_150
151. The Golden Bat,1966,1h 13m,,6.1,338,,"When the Earth is threatened by an evil alien, a group of UN scientists travel to the lost city of Atlantis where they unearth a superhuman mummy named The Golden Bat who is prophesied to help the humans survive this terrible attack.",https://www.imdb.com/title/tt0167320/?ref_=sr_i_151
152. The War Is Over,1966,2h 1m,,7.3,2.5K,,"A veteran Republican fighter's ardent dedication to overthrow of Franco's regime is challenged. He realizes that the center of political struggle has shifted away from him, and is forced to make choices about his life and political ideals.",https://www.imdb.com/title/tt0060481/?ref_=sr_i_152
153. Texas Across the River,1966,1h 41m,Approved,6.2,2K,,"In 1845 Texas, a Louisiana belle is courted by a wanted Spanish nobleman and a Texas brawling gunrunner but her suitors' passionate duel is interrupted by the cavalry and a Comanche attack.",https://www.imdb.com/title/tt0061080/?ref_=sr_i_153
154. The Family Way,1966,1h 55m,Approved,7.3,1.9K,,"Compassionate look at the troubles of two young newlyweds, whose marriage has yet to be consummated.",https://www.imdb.com/title/tt0060395/?ref_=sr_i_154
155. The Deadly Bees,1966,1h 24m,Approved,4.2,2.3K,,"Trouble strikes when an exhausted pop singer, sent on a vacation to a farm, realizes that the farm's owner raises deadly bees.",https://www.imdb.com/title/tt0061557/?ref_=sr_i_155
156. Daimajin,1966,1h 24m,Unrated,6.7,2K,,A giant stone statue comes to life to protect the residents of a small town against the depradations of an evil warlord.,https://www.imdb.com/title/tt0062851/?ref_=sr_i_156
157. Huling-Huli ni kumpare si kumare,1966,1h 53m,,,,,Bobby and Eddie are back again in the funniest sex game.,https://www.imdb.com/title/tt5493270/?ref_=sr_i_157
158. The Creatures,1966,1h 32m,Not Rated,6.4,1.4K,,"A young mute woman, living in a small village, is expecting a baby. Her husband is at the same time writing a novel and using the villagers as his characters. In the creative process, reality and imagination are constantly intertwined.",https://www.imdb.com/title/tt0060263/?ref_=sr_i_158
159. The Man Called Flintstone,1966,1h 29m,G,6.5,1.9K,,"While preparing for a camping trip, Fred Flintstone is enlisted by the Bedrock Secret Service to capture a criminal mastermind after a spy who looks like him is injured on the job.",https://www.imdb.com/title/tt0060661/?ref_=sr_i_159
160. Picture Mommy Dead,1966,1h 22m,Unrated,5.3,746,,"Teenage Susan Shelley is released from an asylum where she's been confined after the shock she suffered from her glamorous socialite mother Jessica's fiery death. Her father has a new wife, who has only married him for the money Jessica left him. Susan is still haunted by her mother's memory, and her stepmother is conspiring with her lover, Maxwell Reed, to trick the troubled girl into leading them to Jessica's missing diamond necklace.",https://www.imdb.com/title/tt0060831/?ref_=sr_i_160
161. The Trygon Factor,1966,1h 28m,M/PG,5.8,502,,Scotland Yard Superintendent Cooper-Smith investigates the suspicious looking Emberday estate where the Emberday family and an order of nuns reside.,https://www.imdb.com/title/tt0061124/?ref_=sr_i_161
162. The Singing Nun,1966,1h 37m,Approved,6.1,1.6K,,Fanciful biography of the Belgian nun who briefly made the hit parade.,https://www.imdb.com/title/tt0060983/?ref_=sr_i_162
"163. Texas, Adios",1966,1h 33m,Not Rated,6.1,1.9K,,A Texan sheriff and his younger brother travel across the border into Mexico to confront the man who killed their father.,https://www.imdb.com/title/tt0060143/?ref_=sr_i_163
164. Chafed Elbows,1966,1h 3m,,6.2,529,,A welfare recipient marries his mother.,https://www.imdb.com/title/tt0138355/?ref_=sr_i_164
165. Terror Beneath the Sea,1966,1h 19m,,4.7,645,,A group of surface dwellers comes upon an underwater city ruled by a mad scientist and his amphibious servants.,https://www.imdb.com/title/tt0060580/?ref_=sr_i_165
166. The Fear,1966,1h 42m,,7.6,505,,A disturbing family drama about the pathogeny of Greek countryside.,https://www.imdb.com/title/tt0144935/?ref_=sr_i_166
167. The Dacians,1966,1h 50m,PG-13,7.6,2.1K,,The Dacian kingdom lies at the eastern border of the Roman Empire.Only the river Danube separates the two mortal enemies.The Dacian king Decebalus knows that soon the vastly superior Roman legions will cross the river and attack Dacia.,https://www.imdb.com/title/tt0060482/?ref_=sr_i_167
"168. What Did You Do in the War, Daddy?",1966,1h 56m,Approved,6.6,2.3K,,"In World War II, a strategic Italian village agrees to surrender to the Allies only if it's allowed to organize a celebratory festival while giving aerial reconnaissance the false impression of fierce ground fighting.",https://www.imdb.com/title/tt0061176/?ref_=sr_i_168
169. Moment to Moment,1966,1h 48m,Approved,6.4,385,,A psychiatrist's wife thinks her French Riviera lover is dead.,https://www.imdb.com/title/tt0060711/?ref_=sr_i_169
170. Ride Beyond Vengeance,1966,1h 41m,Approved,6.3,806,,"After an 11-year absence, a buffalo hunter returns home with lots of money in his saddlebags only to be robbed at gunpoint by a trio of no-good town citizens, prompting an eventual revenge quest.",https://www.imdb.com/title/tt0060899/?ref_=sr_i_170
171. The Brides of Fu Manchu,1966,1h 34m,Not Rated,5.4,1.4K,,Fu Manchu blackmails several industrialists and scientists into helping him construct a super-weapon by kidnapping their daughters and wives.,https://www.imdb.com/title/tt0060188/?ref_=sr_i_171
172. Jesse James Meets Frankenstein's Daughter,1966,1h 28m,Approved,3.4,2.1K,,Dr. Maria Frankenstein transplants an artificial brain of her own creation into the skull of Jesse James' slow-witted friend Hank Tracy and names him Igor.,https://www.imdb.com/title/tt0060558/?ref_=sr_i_172
173. Teesri Manzil,1966,2h 52m,,7.5,1.3K,,"A woman blames a nightclub drummer for the suspicious death of her sister, and seeks revenge. However, the pair work together to solve the mystery and become romantically involved, after he introduces himself under another name.",https://www.imdb.com/title/tt0061073/?ref_=sr_i_173
174. Assault on a Queen,1966,1h 46m,Approved,5.6,1.3K,,"A motley crew of treasure hunters plan to rob the cruise-liner RMS Queen Mary, using a recovered WW2 German submarine.",https://www.imdb.com/title/tt0060135/?ref_=sr_i_174
"175. The Wild, Wild Planet",1966,1h 33m,Approved,4.5,1.2K,,"A deranged scientist is using his employer's top-secret bio-laboratory to engage in clandestine experiments. When he starts kidnapping leading citizens for use in his twisted tests, it's up to rogue cop Mike Halstead to come to the rescue.",https://www.imdb.com/title/tt0059914/?ref_=sr_i_175
176. Billy the Kid Versus Dracula,1966,1h 14m,Approved,3.8,2.3K,,"Dracula travels to the American Old West, intent on making a young and beautiful female ranch owner his vampire bride. Her fiance, the reformed outlaw Billy the Kid, finds out about it and rushes to save her.",https://www.imdb.com/title/tt0060168/?ref_=sr_i_176
177. Young Törless,1966,1h 27m,Not Rated,7.2,2.8K,,"In a boarding school, a student observes in passive disgust as his two friends manipulate, humiliate and torture a fellow student, justifying their every act.",https://www.imdb.com/title/tt0060574/?ref_=sr_i_177
178. Tarzan and the Valley of Gold,1966,1h 30m,Approved,5.8,606,,"Tarzan battles a megalomaniac millionaire named Vinero, who kidnaps a young boy whom he believes can lead him to a legendary city of gold. Vinero is accompanied by his own army, including henchman Mr. Train and gorgeous Sophia.",https://www.imdb.com/title/tt0061067/?ref_=sr_i_178
179. The Great St. Trinian's Train Robbery,1966,1h 33m,Not Rated,5.8,1.2K,,The all-girl school foil an attempt by train robbers to recover two and a half million pounds hidden in their school.,https://www.imdb.com/title/tt0060476/?ref_=sr_i_179
"180. My Sister, My Love",1966,1h 37m,,7.2,570,,"Jacob returns home to Sweden after four years in Paris. Charlotte, his sister, plans to marry Baron Alsmeden, which arouses Jacob's jealousy. He flirts with Ebba to take revenge on his sister. Old suppressed feelings awaken between them.",https://www.imdb.com/title/tt0061055/?ref_=sr_i_180
181. The Third Eye,1966,1h 38m,Not Rated,6.2,621,,"A young count living with his domineering mother spirals into madness after his mother and fiancée are killed by his jealous, lovesick servant.",https://www.imdb.com/title/tt0166377/?ref_=sr_i_181
182. The Murder Clinic,1966,1h 26m,GP,5.7,507,,Patients and staff of an isolated mental hospital are being killed off by a hooded maniac who stalks the halls.,https://www.imdb.com/title/tt0060616/?ref_=sr_i_182
183. The Bubble,1966,1h 52m,PG,4.8,548,,"Pregnant woman and husband's plane lands in strange town due to atmospheric disturbance. Townspeople act zombie-like, repeating same actions. Couple trapped, seeking escape as they unravel the mystery behind the eerie phenomenon.",https://www.imdb.com/title/tt0060396/?ref_=sr_i_183
"184. Not with My Wife, You Don't!",1966,1h 59m,Approved,5.7,1K,,"During the Korean War, an Italian nurse falls for two American pilots. She marries one, believing the other died. Years later, the presumed-dead pilot resurfaces, complicating her marriage.",https://www.imdb.com/title/tt0060760/?ref_=sr_i_184
185. Queen of Blood,1966,1h 18m,Unrated,5.2,2.4K,,"In 1990, aliens contact Earth announcing their visit. Their ship crashes on Mars. A rescue team from Earth is dispatched to investigate the alien crash site.",https://www.imdb.com/title/tt0060877/?ref_=sr_i_185
186. The Frozen Dead,1966,1h 35m,Approved,5.1,1.1K,,A crazed scientist (Dana Andrews) keeps the heads of Nazi war criminals alive until he can find appropriate bodies on which to attach them so he can revive the Third Reich.,https://www.imdb.com/title/tt0060434/?ref_=sr_i_186
187. Venom,1966,1h 36m,,5.8,82,,An amoral young man is invited to the ordinary family house where he seduces the daughter and tries to seduce the mother but is thrashed and thrown out.,https://www.imdb.com/title/tt0125764/?ref_=sr_i_187
"188. Watari, Ninja Boy",1966,1h 23m,,6.5,153,,2 ninja clans are conned into fighting each other for years by their evil leaders. Watari; small hard as nails Ninja Boy saves the day.,https://www.imdb.com/title/tt0202095/?ref_=sr_i_188
189. The Queens,1966,1h 50m,,6.0,404,,"Four unrelated short comedies by four different directors. ""Queen Sabina"" chronicles the sexual misadventures of a teenage girl on the road home. ""Queen Armenia"" centers on a self-serving opportunistic gypsy babysitter who uses her employer's kids for her own gain. ""Queen Elena"" centers on a husband who learns a lesson about the perils of infidelity after he succumbs to the wiles of the seductive wife next door. ""Queen Marta"" centers on a wealthy woman who, when drunk, uses her butler as an outlet for her lust.",https://www.imdb.com/title/tt0060405/?ref_=sr_i_189
190. The Trap,1966,1h 46m,,7.1,2.3K,,A fur trapper takes a mute girl as his unwilling wife to live with him in his remote cabin in the woods.,https://www.imdb.com/title/tt0061115/?ref_=sr_i_190
191. Yngsjömordet,1966,1h 53m,,6.6,178,,"In 1889 Sweden, young Per Nilsson has a very domineering mother, Anna Månsdotter. His father died many years ago. Per and his mother have for a long time had an incestuous relationship. But Per marries Hanna for the sake of her money. Per's mother is evilly mean to her, and Per refuses to have sex with her. She starts to suspect that something is going on between her husband and her mother-in-law.",https://www.imdb.com/title/tt0061207/?ref_=sr_i_191
192. Wake Up and Die,1966,1h 42m,Not Rated,6.2,447,,"Luciano Lutring is a dangerous fugitive in Italy, he meets Candida, a nightclub singer and they fall in love. On their back is Candida's lover Franco Magni, a two-bit gangster. Powered by his new-found fame and reputation, Lutring increasingly becomes more and more reckless, robbing as many jewelry stores as he can and pawning them before the cops catch up with him. One of the first of many poliziesco movies of the time and based on the life of real-life criminal Luciano Lutring; the infamous jewelry thief also known as the ""machine gun soloist"", a name he acquired by the media by keeping his weapon in a violin case.",https://www.imdb.com/title/tt0061049/?ref_=sr_i_192
193. Carriage to Vienna,1966,1h 18m,,7.7,1.2K,,A WW2 story of a young Austrian soldier running from the Russian army and a woman whom he forces to come along in order to save his wounded mate.,https://www.imdb.com/title/tt0060597/?ref_=sr_i_193
194. Teesri Kasam,1966,2h 39m,,7.9,870,,A naive bullock-cart driver falls for a traveling courtesan.,https://www.imdb.com/title/tt0061072/?ref_=sr_i_194
195. What's Cooking in Paris,1966,1h 25m,Not Rated,6.7,6.8K,,Top-notch french restaurant owner Monsieur Septime is involved into crime when one of his famous guests disappears.,https://www.imdb.com/title/tt0061728/?ref_=sr_i_195
196. Let's Kill Uncle,1966,1h 32m,Approved,5.8,548,,"A 12-year-old orphan who has just inherited a fortune is trapped on an island with his uncle, a former British Intelligence commander who intends to kill him. A young girl is the boy's only ally against the sarcastic uncle, who uses hypnotism, a pool of sharks, fire, and poisonous mushrooms as weapons.",https://www.imdb.com/title/tt0060626/?ref_=sr_i_196
197. Morgan!,1966,1h 37m,,6.5,2.1K,,"After his wife leaves him for his former best friend, a failed London artist begins his descent into madness in trying to win her back.",https://www.imdb.com/title/tt0060714/?ref_=sr_i_197
198. Who Wants to Kill Jessie?,1966,1h 20m,,7.2,1.2K,,"""What if someone had an absurd dream and the visions ran out in the street?"" a scientist asks Rose, a researcher who discovers a way to engender beneficial dreams (to produce contented, productive workers). There's a problem: after an injection of her elixir, dream elements become real. Rose learns this after dosing her husband Henry to stop his dreaming about Jessie, a curvaceous comic-book heroine who has anti-gravitational gloves he needs to study so he can solve a problem at the factory where he's chief engineer: Henry wakes up with Jessie asleep next to him pursued by a cowboy and a super hero. Jealousy consumes Rose. All this plus satire aimed at the Czechoslovak state.",https://www.imdb.com/title/tt0125301/?ref_=sr_i_198
199. Gypsy Girl,1966,1h 45m,Not Rated,6.8,842,,"A young, lonely, emotionally challenged teenage girl finds solace in burying dead animals after the sudden traumatic death of a childhood friend ten years earlier.",https://www.imdb.com/title/tt0060484/?ref_=sr_i_199
200. Return of Daimajin,1966,1h 19m,Not Rated,6.4,1K,,Giant statue exacts revenge upon those who conquer its worshippers.,https://www.imdb.com/title/tt0062853/?ref_=sr_i_200
201. The Game Is Over,1966,1h 38m,R,5.8,658,,"In Paris, Maxime visits his wealthy industrialist father Alexandre and his beautiful young Canadian wife, Renée. Alexandre fathered him years ago in a prior marriage and he has come to stay with them after studying in England. Renée tells Maxime that she married Alexandre when she was pregnant following an unhappy love affair; the child was stillborn and the passion between the two has faded. They begin an affair and fall in love with each other. Renée, who came from a wealthy family, asks Alexandre for a divorce. He agrees, on the condition that she leaves the fortune she brought to their marriage invested in his business. Renée accepts this and goes to Switzerland for a divorce. But while she is away, Alexandre confronts his son with two alternatives: he can either run off with now penniless Renée or become engaged to Anne, the daughter of a wealthy banker whose support Alexandre needs for his business. Maxime agrees on the second course of action. Renée returns from Switzerland to find Alexandre holding a ball celebrating Maxime's engagement to Anne. Renée throws herself into the pool to kill herself - but then changes her mind and dripping wet enters the party. Alexandre escorts her to the gymnasium, where she sits and stares into an empty future.",https://www.imdb.com/title/tt0060271/?ref_=sr_i_201
202. After the Fox,1966,1h 43m,Approved,6.4,4.9K,,"An Italian criminal mastermind, impersonating a film director, plans to grab the loot on a beach where a bogus movie is being filmed.",https://www.imdb.com/title/tt0060200/?ref_=sr_i_202
203. Africa: Blood and Guts,1966,2h 2m,R,7.0,2K,,"The cruel acts of animal poaching and violence, executions, and tribal slaughtering, all taking place on the African continent.",https://www.imdb.com/title/tt0060073/?ref_=sr_i_203
204. Dimension 5,1966,1h 31m,,4.6,449,,An American intelligence agent aided by a Chinese-American female agent uses a time-travel belt to thwart Chinese operatives who are attempting to import to Los Angeles the materials to make an atomic bomb.,https://www.imdb.com/title/tt0060311/?ref_=sr_i_204
205. Amrapali,1966,1h 59m,,6.6,291,,"A victory over neighboring state Vaishai has always eluded Magadh Samrat Ajaatshatru despite being winning and taking control over all neighboring states. He attacks Vaishali only get defeated again. Wounded, lost and on the run, Ajaatshatru dons the guise of a Vaishali soldier and takes shelter with a woman named Amrapali and they fall in love with each other. Ajaatshatru finds an ally in Senapati Balbadhra Singh and both start a plot to gain control of Vaishali. Vaishali Samrat comes to know about Ajaatshatru and Amrapali's liaison with him, he sentences her with a death penalty. Ajaatshatru is enraged at this, he gathers together his armies and storms the unsuspecting Vaishali and virtually burns the city down, killing almost everyone in it. This accomplished, he rushes to free his beloved from the dungeons. He does set her free but it is not the same Amrapali; this Amrapali is quite different. She is not at all thrilled to be in the presence of her conqueror lover. She teaches him what he won in the battle ground but what he lost in reality.",https://www.imdb.com/title/tt0060104/?ref_=sr_i_205
206. Ambush Bay,1966,1h 49m,Approved,5.4,808,,A Marine unit on a Japanese-held island in the Philippines tries to hook up with local Filipino guerrillas.,https://www.imdb.com/title/tt0060098/?ref_=sr_i_206
207. Watch Out for the Automobile,1966,1h 34m,,8.0,6.3K,,"A very good cop tries to catch a very bad and extremely clever car thief. The irony's that the thief isn't very clever, nor is he a bad person. In fact, he's not just a virtuous person he's also the 'cop's best friend.",https://www.imdb.com/title/tt0060161/?ref_=sr_i_207
"208. The Birds, the Bees and the Italians",1966,1h 55m,,7.5,1.8K,,"Three stories, all set in Treviso. Various couple experience adultery at a party, a bank clerk abandons his wife for his mistress and all the men in the end are prosecuted for having intercourse with an underage girl.",https://www.imdb.com/title/tt0062271/?ref_=sr_i_208
209. Trans-Europ-Express,1966,1h 45m,,7.0,2.2K,,"A director, producer and assistant take the Trans-Europ-Express from Paris to Antwerp, where they brainstorm ideas for a film about a greenhorn drug smuggler and a kinky prostitute.",https://www.imdb.com/title/tt0061113/?ref_=sr_i_209
210. The Witch,1966,1h 49m,R,6.6,603,,"A womanizing author is lured to a mansion by an old woman under the guise of working as a librarian. Her daughter, Aura, appears out of nowhere and begins to seduce him. Little does he know, Aura doesn't actually exist.",https://www.imdb.com/title/tt0061036/?ref_=sr_i_210
211. Take Me Naked,1966,1h 9m,TV-14,4.7,203,,A troubled homeless man develops an unhealthy fixation on a comely young woman likes to walk around her apartment in the nude.,https://www.imdb.com/title/tt0061060/?ref_=sr_i_211
212. Little Girls,1966,1h 10m,,4.8,98,,"Four young teenage girls are betrayed by a supposed ""friend"" and sold to a perverted nightclub owner who ties them up, whips them and then forces them into prostitution.",https://www.imdb.com/title/tt0173987/?ref_=sr_i_212
213. Pharaoh,1966,3h,,7.3,2.4K,,Young Pharaoh Ramses XIII clashes with Egypt's clergy over influence on the affairs of the state and its coffers.,https://www.imdb.com/title/tt0060401/?ref_=sr_i_213
214. Phool Aur Patthar,1966,2h 43m,,6.7,295,,A criminal young man decides to reform himself for a left away widowed woman. But their relationship faces challenges.,https://www.imdb.com/title/tt0139525/?ref_=sr_i_214
215. Alvarez Kelly,1966,1h 56m,Approved,6.3,2.8K,,"During the Civil War, Mexican cattleman Alvarez Kelly supplies the Union with cattle until Confederate Colonel Tom Rossiter's hungry men force Kelly to change his customers.",https://www.imdb.com/title/tt0060095/?ref_=sr_i_215
216. Any Wednesday,1966,1h 49m,Not Rated,6.0,1.2K,,"Ellen Gordon, a New York executive's mistress, falls for the executive's young business associate when he is accidentally sent to use the apartment where the executive and Ellen meet every Wednesday.",https://www.imdb.com/title/tt0060112/?ref_=sr_i_216
217. The Diabolical Dr. Z,1966,1h 26m,Unrated,6.6,1.2K,,"Woman seeks to avenge her father's death by using a local dancer, with long poisonous fingernails, to do her bidding.",https://www.imdb.com/title/tt0060701/?ref_=sr_i_217
218. My Brother's Wife,1966,1h 1m,Not Rated,4.8,253,,"A man's wife starts having an affair with her brother-in-law, who is temporarily staying at their apartment.",https://www.imdb.com/title/tt0138636/?ref_=sr_i_218
219. I nostri mariti,1966,1h 45m,,6.3,192,,Three episodes about Italian husbands and those relationships in marriage.,https://www.imdb.com/title/tt0060759/?ref_=sr_i_219
220. Irezumi,1966,1h 26m,,7.1,1.4K,,"A seductive woman gets kidnapped into prostitution. After getting a spider tattoo made on her back, she grows vengeful, leaving several men in her path.",https://www.imdb.com/title/tt0200740/?ref_=sr_i_220
221. Kaleidoscope,1966,1h 43m,Approved,5.9,930,,"Romantic comedy which has Barney Lincoln and Angel McGinnis as a pair of amorous adventurers in the gambling places of London and the Riviera. Barney Lincoln is a rambling gambling man who scores sensational wins at poker and chemin de fer because he has succeeded in marking the original plates for the backs of all the playing cards manufactured in a plant in Geneva and used in all the gambling joints in Europe. In his gambling depredation, Barney is spotted by Angel McGinnis, the daughter of a Scotland Yard Inspector 'Manny' McGinnis on the lookout for a man to do a job. The inspector enlists Barney's help in playing poker with a shady London character whom Scotland Yard wants to force to financial ruin.",https://www.imdb.com/title/tt0060581/?ref_=sr_i_221
222. Der Bucklige von Soho,1966,1h 30m,,5.8,635,,A woman is kidnapped and her identity is stolen by criminals attempting to collect her inheritance.,https://www.imdb.com/title/tt0060192/?ref_=sr_i_222
223. La recta final,1966,1h 55m,,,,,,https://www.imdb.com/title/tt0249911/?ref_=sr_i_223
224. Blood Bath,1966,1h 2m,Not Rated,5.1,1.2K,,"A crazed artist who believes himself to be the reincarnation of a murderous vampire kills young women, then boils their bodies in a vat.",https://www.imdb.com/title/tt0060174/?ref_=sr_i_224
225. Gammera the Invincible,1966,1h 26m,Unrated,5.0,1.4K,,"An atomic explosion awakens Gammera--a giant, fire-breathing turtle monster--from his millions of years of hibernation. Enraged at being roused from such a sound sleep, he takes it out on Tokyo.",https://www.imdb.com/title/tt0434964/?ref_=sr_i_225
